personID,gender,age,purpose,income,classTicket,payment,AA_FFP,CO_FFP,DL_FFP,B6_FFP,WN_FFP,UA_FFP,US_FFP,a1aircraft,a1departMAM,a1connections,a1travtime,a1arriveMAM,a1timediff,a1performance,a1fare,a1airline,a2aircraft,a2departMAM,a2connections,a2travtime,a2arriveMAM,a2timediff,a2performance,a2fare,a2airline,a1_AV,a2_AV,choice,choiceSituationID
1,1,5,1,10,3,1,1,1,1,1,1,1,1,3,40,0,980,960,60,60,1050,6,4,185,0,895,1020,120,60,450,2,1,1,1,1
1,1,5,1,10,3,1,1,1,1,1,1,1,1,4,1355,2,1045,900,0,90,900,6,4,1415,1,985,900,0,90,1050,7,1,1,1,2
1,1,5,1,10,3,1,1,1,1,1,1,1,1,4,1415,1,985,900,0,70,900,7,3,100,0,980,1020,120,60,600,2,1,1,2,3
1,1,5,1,10,3,1,1,1,1,1,1,1,1,4,1275,0,1065,840,-60,90,600,2,3,60,2,960,960,60,80,600,6,1,1,1,4
1,1,5,1,10,3,1,1,1,1,1,1,1,1,3,40,0,980,960,60,80,1050,7,3,1270,2,1130,900,0,90,900,7,1,1,2,5
1,1,5,1,10,3,1,1,1,1,1,1,1,1,3,180,1,900,1020,120,80,450,8,4,1305,1,1155,960,60,80,450,6,1,1,1,6
1,1,5,1,10,3,1,1,1,1,1,1,1,1,3,120,2,960,1020,120,60,450,2,3,90,0,810,840,-60,70,900,8,1,1,1,7
1,1,5,1,10,3,1,1,1,1,1,1,1,1,4,1275,0,1065,840,-60,70,600,8,4,1275,0,1065,840,-60,70,1050,8,1,1,1,8
2,2,6,3,6,1,1,1,1,1,1,1,1,1,3,870,0,200,1070,120,70,400,1,3,810,0,200,1010,60,60,600,3,1,1,1,9
2,2,6,3,6,1,1,1,1,1,1,1,1,1,2,765,0,185,950,0,80,700,8,2,795,1,275,1070,120,80,700,4,1,1,2,10
2,2,6,3,6,1,1,1,1,1,1,1,1,1,3,690,1,320,1010,60,70,600,8,2,765,0,185,950,0,70,300,1,1,1,2,11
2,2,6,3,6,1,1,1,1,1,1,1,1,1,2,585,1,305,890,-60,60,300,3,2,795,0,215,1010,60,60,700,3,1,1,1,12
2,2,6,3,6,1,1,1,1,1,1,1,1,1,2,765,0,185,950,0,60,700,4,3,720,0,230,950,0,70,400,1,1,1,2,13
2,2,6,3,6,1,1,1,1,1,1,1,1,1,3,690,1,320,1010,60,90,600,4,3,750,1,320,1070,120,80,600,4,1,1,1,14
2,2,6,3,6,1,1,1,1,1,1,1,1,1,2,585,1,305,890,-60,80,300,1,3,600,1,290,890,-60,90,400,8,1,1,1,15
2,2,6,3,6,1,1,1,1,1,1,1,1,1,3,870,0,200,1070,120,90,400,3,2,585,1,305,890,-60,90,300,8,1,1,1,16
3,2,3,3,9,1,1,1,1,1,1,3,1,1,3,460,1,255,715,0,70,225,8,1,510,1,265,775,60,60,525,1,1,1,1,17
3,2,3,3,9,1,1,1,1,1,1,3,1,1,1,620,0,155,775,60,60,300,1,3,540,1,235,775,60,60,450,1,1,1,1,18
3,2,3,3,9,1,1,1,1,1,1,3,1,1,2,570,1,265,835,120,60,450,5,1,470,1,245,715,0,70,225,8,1,1,2,19
3,2,3,3,9,1,1,1,1,1,1,3,1,1,3,460,1,255,715,0,90,225,1,3,510,0,145,655,-60,90,300,3,1,1,1,20
3,2,3,3,9,1,1,1,1,1,1,3,1,1,1,570,1,265,835,120,80,450,3,3,670,0,165,835,120,80,450,5,1,1,2,21
3,2,3,3,9,1,1,1,1,1,1,3,1,1,3,510,0,145,655,-60,90,525,5,2,680,0,155,835,120,80,525,5,1,1,1,22
3,2,3,3,9,1,1,1,1,1,1,3,1,1,2,620,0,155,775,60,80,300,8,2,480,0,175,655,-60,90,225,3,1,1,1,23
3,2,3,3,9,1,1,1,1,1,1,3,1,1,3,510,0,145,655,-60,70,525,3,3,460,1,255,715,0,70,300,8,1,1,1,24
4,2,4,2,8,3,2,1,1,3,1,1,1,1,3,330,2,875,1205,0,80,440,5,4,560,1,645,1205,0,60,330,6,1,1,2,25
4,2,4,2,8,3,2,1,1,3,1,1,1,1,4,510,2,815,1325,120,70,770,6,3,535,0,610,1145,-60,80,440,5,1,1,2,26
4,2,4,2,8,3,2,1,1,3,1,1,1,1,4,710,0,555,1265,60,70,330,5,4,770,0,555,1325,120,90,770,8,1,1,1,27
4,2,4,2,8,3,2,1,1,3,1,1,1,1,4,710,0,555,1265,60,90,330,8,3,330,2,875,1205,0,60,440,6,1,1,1,28
4,2,4,2,8,3,2,1,1,3,1,1,1,1,4,570,1,755,1325,120,90,770,3,4,510,1,755,1265,60,70,770,3,1,1,2,29
4,2,4,2,8,3,2,1,1,3,1,1,1,1,3,390,1,815,1205,0,60,440,8,3,600,0,725,1325,120,90,660,8,1,1,2,30
4,2,4,2,8,3,2,1,1,3,1,1,1,1,3,535,0,610,1145,-60,60,660,3,4,480,0,665,1145,-60,80,330,5,1,1,2,31
4,2,4,2,8,3,2,1,1,3,1,1,1,1,3,535,0,610,1145,-60,80,660,6,3,505,2,760,1265,60,70,660,3,1,1,1,32
5,1,6,4,7,1,1,1,1,1,1,1,1,1,2,385,0,205,590,-60,90,170,6,3,390,0,260,650,0,90,85,8,1,1,2,33
5,1,6,4,7,1,1,1,1,1,1,1,1,1,3,485,0,225,710,60,60,85,2,2,255,1,335,590,-60,70,110,4,1,1,1,34
5,1,6,4,7,1,1,1,1,1,1,1,1,1,3,485,0,225,710,60,80,85,8,3,485,0,225,710,60,80,195,2,1,1,2,35
5,1,6,4,7,1,1,1,1,1,1,1,1,1,2,385,0,205,590,-60,70,170,4,2,475,1,295,770,120,60,170,6,1,1,1,36
5,1,6,4,7,1,1,1,1,1,1,1,1,1,3,420,1,350,770,120,60,195,6,3,420,1,350,770,120,60,195,6,1,1,2,37
5,1,6,4,7,1,1,1,1,1,1,1,1,1,2,315,1,335,650,0,70,110,8,3,275,1,315,590,-60,70,85,4,1,1,2,38
5,1,6,4,7,1,1,1,1,1,1,1,1,1,3,420,1,350,770,120,80,195,4,2,445,0,205,650,0,90,110,8,1,1,1,39
5,1,6,4,7,1,1,1,1,1,1,1,1,1,2,315,1,335,650,0,90,110,2,2,465,0,245,710,60,80,170,2,1,1,1,40
6,2,3,3,5,1,1,3,1,1,1,1,1,1,3,1060,0,305,1245,-60,80,280,4,3,1120,0,305,1305,0,60,490,4,1,1,1,41
6,2,3,3,5,1,1,3,1,1,1,1,1,1,2,1160,0,325,1365,60,90,490,7,3,1230,0,255,1365,60,70,210,5,1,1,2,42
6,2,3,3,5,1,1,3,1,1,1,1,1,1,3,1080,1,345,1305,0,60,420,7,3,1020,1,345,1245,-60,80,490,1,1,1,2,43
6,2,3,3,5,1,1,3,1,1,1,1,1,1,3,1080,1,345,1305,0,80,420,1,2,1160,0,325,1365,60,70,280,5,1,1,1,44
6,2,3,3,5,1,1,3,1,1,1,1,1,1,2,1175,1,370,1425,120,70,210,4,3,1150,1,395,1425,120,90,210,7,1,1,2,45
6,2,3,3,5,1,1,3,1,1,1,1,1,1,3,1060,0,305,1245,-60,60,280,5,2,1175,1,370,1425,120,90,280,7,1,1,2,46
6,2,3,3,5,1,1,3,1,1,1,1,1,1,2,1175,1,370,1425,120,90,210,5,2,1145,0,280,1305,0,60,420,4,1,1,1,47
6,2,3,3,5,1,1,3,1,1,1,1,1,1,2,1160,0,325,1365,60,70,490,1,2,950,1,415,1245,-60,80,420,1,1,1,2,48
7,1,3,2,1,1,1,1,1,1,1,1,1,1,3,385,1,280,665,-60,90,175,5,3,385,1,280,665,-60,60,150,1,1,1,1,49
7,1,3,2,1,1,1,1,1,1,1,1,1,1,3,385,1,280,665,-60,70,175,1,2,550,0,235,785,60,90,75,7,1,1,2,50
7,1,3,2,1,1,1,1,1,1,1,1,1,1,2,490,1,295,785,60,80,100,1,3,535,1,310,845,120,70,100,5,1,1,2,51
7,1,3,2,1,1,1,1,1,1,1,1,1,1,3,505,0,220,725,0,90,75,7,2,550,1,295,845,120,70,75,5,1,1,1,52
7,1,3,2,1,1,1,1,1,1,1,1,1,1,2,610,0,235,845,120,60,150,5,3,595,0,190,785,60,90,100,7,1,1,2,53
7,1,3,2,1,1,1,1,1,1,1,1,1,1,3,505,0,220,725,0,70,75,1,3,505,0,220,725,0,80,150,1,1,1,1,54
7,1,3,2,1,1,1,1,1,1,1,1,1,1,2,490,1,295,785,60,60,100,7,2,520,0,205,725,0,80,175,1,1,1,1,55
7,1,3,2,1,1,1,1,1,1,1,1,1,1,2,610,0,235,845,120,80,150,1,2,340,1,325,665,-60,60,175,1,1,1,2,56
8,1,6,1,8,1,2,2,2,3,1,2,2,1,3,355,1,350,765,60,60,195,1,3,460,0,305,825,120,90,195,7,1,1,2,57
8,1,6,1,8,1,2,2,2,3,1,2,2,1,2,365,0,280,705,0,70,260,5,2,525,0,240,825,120,90,260,7,1,1,2,58
8,1,6,1,8,1,2,2,2,3,1,2,2,1,3,460,0,305,825,120,60,455,7,2,305,0,280,645,-60,80,390,3,1,1,2,59
8,1,6,1,8,1,2,2,2,3,1,2,2,1,2,255,1,330,645,-60,90,390,7,2,335,1,370,765,60,70,260,1,1,1,2,60
8,1,6,1,8,1,2,2,2,3,1,2,2,1,2,255,1,330,645,-60,70,390,3,3,325,0,260,645,-60,80,455,3,1,1,2,61
8,1,6,1,8,1,2,2,2,3,1,2,2,1,3,355,1,350,765,60,80,195,5,2,315,1,330,705,0,60,390,5,1,1,1,62
8,1,6,1,8,1,2,2,2,3,1,2,2,1,3,460,0,305,825,120,80,455,3,3,355,1,350,765,60,70,195,1,1,1,2,63
8,1,6,1,8,1,2,2,2,3,1,2,2,1,2,365,0,280,705,0,90,260,1,3,250,1,395,705,0,60,455,5,1,1,1,64
9,2,4,2,7,1,1,3,1,1,2,3,1,1,4,585,0,520,925,120,70,560,1,4,585,1,520,925,120,60,240,8,1,1,2,65
9,2,4,2,7,1,1,3,1,1,2,3,1,1,3,300,2,625,745,-60,60,480,5,3,395,2,710,925,120,60,320,8,1,1,2,66
9,2,4,2,7,1,1,3,1,1,2,3,1,1,3,425,0,560,805,0,60,320,8,4,315,1,610,745,-60,70,560,8,1,1,1,67
9,2,4,2,7,1,1,3,1,1,2,3,1,1,3,360,1,565,745,-60,80,480,1,4,555,0,430,805,0,90,560,1,1,1,2,68
9,2,4,2,7,1,1,3,1,1,2,3,1,1,3,425,0,560,805,0,80,320,8,3,570,0,475,865,60,80,320,5,1,1,2,69
9,2,4,2,7,1,1,3,1,1,2,3,1,1,4,585,0,520,925,120,90,560,5,3,425,0,560,805,0,90,480,1,1,1,2,70
9,2,4,2,7,1,1,3,1,1,2,3,1,1,4,525,1,520,865,60,70,240,8,3,300,2,625,745,-60,70,480,8,1,1,1,71
9,2,4,2,7,1,1,3,1,1,2,3,1,1,4,465,2,580,865,60,90,240,8,4,525,0,520,865,60,80,240,5,1,1,2,72
10,2,1,4,3,1,4,1,1,1,1,1,1,1,4,165,2,640,685,-60,70,260,5,3,385,2,600,865,120,90,390,6,1,1,1,73
10,2,1,4,3,1,4,1,1,1,1,1,1,1,3,325,2,600,805,60,80,455,8,4,435,0,490,805,60,70,455,8,1,1,1,74
10,2,1,4,3,1,4,1,1,1,1,1,1,1,4,225,1,580,685,-60,90,260,6,4,450,0,415,745,0,60,195,8,1,1,1,75
10,2,1,4,3,1,4,1,1,1,1,1,1,1,3,605,0,380,865,120,80,195,5,3,415,0,450,745,0,60,260,8,1,1,1,76
10,2,1,4,3,1,4,1,1,1,1,1,1,1,3,385,1,540,805,60,60,455,8,3,275,2,530,685,-60,80,260,5,1,1,2,77
10,2,1,4,3,1,4,1,1,1,1,1,1,1,4,450,0,415,745,0,90,390,8,3,545,0,380,805,60,70,390,8,1,1,1,78
10,2,1,4,3,1,4,1,1,1,1,1,1,1,3,605,0,380,865,120,60,195,6,4,480,1,505,865,120,90,455,6,1,1,1,79
10,2,1,4,3,1,4,1,1,1,1,1,1,1,4,450,0,415,745,0,70,390,8,4,225,1,580,685,-60,80,195,5,1,1,1,80
11,2,6,3,8,1,1,2,2,2,2,2,2,2,3,340,1,310,650,60,90,530,3,3,400,1,310,710,120,80,530,3,1,1,2,81
11,2,6,3,8,1,1,2,2,2,2,2,2,2,1,415,0,175,590,0,80,615,8,2,445,1,265,710,120,80,615,3,1,1,2,82
11,2,6,3,8,1,1,2,2,2,2,2,2,2,3,340,1,310,650,60,70,530,8,1,415,0,175,590,0,70,265,4,1,1,2,83
11,2,6,3,8,1,1,2,2,2,2,2,2,2,2,235,1,295,530,-60,80,265,4,3,250,1,280,530,-60,90,350,8,1,1,1,84
11,2,6,3,8,1,1,2,2,2,2,2,2,2,3,520,0,190,710,120,70,350,4,3,460,0,190,650,60,60,530,1,1,1,1,85
11,2,6,3,8,1,1,2,2,2,2,2,2,2,2,415,0,175,590,0,60,615,3,3,370,0,220,590,0,70,350,4,1,1,2,86
11,2,6,3,8,1,1,2,2,2,2,2,2,2,3,520,0,190,710,120,90,350,1,2,235,1,295,530,-60,90,265,8,1,1,1,87
11,2,6,3,8,1,1,2,2,2,2,2,2,2,1,235,1,295,530,-60,60,265,1,1,445,0,205,650,60,60,615,1,1,1,1,88
12,1,6,1,7,1,2,2,2,1,1,1,2,2,3,385,0,195,640,0,60,230,8,2,490,0,210,760,120,60,230,8,1,1,1,89
12,1,6,1,7,1,2,2,2,1,1,1,2,2,2,490,0,210,760,120,70,115,1,2,275,0,245,580,-60,70,150,6,1,1,1,90
12,1,6,1,7,1,2,2,2,1,1,1,2,2,3,205,1,315,580,-60,80,150,1,2,305,1,335,700,60,80,230,3,1,1,1,91
12,1,6,1,7,1,2,2,2,1,1,1,2,2,2,305,1,335,700,60,90,265,8,2,280,1,300,640,0,90,150,1,1,1,2,92
12,1,6,1,7,1,2,2,2,1,1,1,2,2,3,205,1,315,580,-60,60,150,3,3,325,0,195,580,-60,70,115,6,1,1,2,93
12,1,6,1,7,1,2,2,2,1,1,1,2,2,3,385,0,195,640,0,80,230,6,3,265,1,315,640,0,90,115,1,1,1,1,94
12,1,6,1,7,1,2,2,2,1,1,1,2,2,2,490,0,210,760,120,90,115,3,3,355,1,285,700,60,80,265,3,1,1,1,95
12,1,6,1,7,1,2,2,2,1,1,1,2,2,2,305,1,335,700,60,70,265,6,3,475,0,225,760,120,60,265,8,1,1,2,96
13,2,3,3,6,1,4,2,1,2,1,2,2,2,2,700,0,225,985,0,90,295,1,3,620,0,245,925,-60,60,170,6,1,1,2,97
13,2,3,3,6,1,4,2,1,2,1,2,2,2,2,700,0,225,985,0,70,295,5,2,670,1,315,1045,60,90,295,1,1,1,1,98
13,2,3,3,6,1,4,2,1,2,1,2,2,2,3,650,1,335,1045,60,80,250,5,2,640,0,225,925,-60,60,125,6,1,1,2,99
13,2,3,3,6,1,4,2,1,2,1,2,2,2,3,840,0,205,1105,120,60,170,3,2,575,1,350,985,0,80,125,5,1,1,2,100
13,2,3,3,6,1,4,2,1,2,1,2,2,2,3,840,0,205,1105,120,80,170,6,3,840,0,205,1105,120,70,250,3,1,1,1,101
13,2,3,3,6,1,4,2,1,2,1,2,2,2,2,515,1,350,925,-60,70,125,6,3,630,1,295,985,0,80,170,5,1,1,2,102
13,2,3,3,6,1,4,2,1,2,1,2,2,2,2,515,1,350,925,-60,90,125,3,2,785,0,260,1105,120,70,295,3,1,1,1,103
13,2,3,3,6,1,4,2,1,2,1,2,2,2,3,650,1,335,1045,60,60,250,1,3,650,1,335,1045,60,90,250,1,1,1,2,104
14,2,3,3,5,1,1,2,1,2,2,2,2,1,1,680,0,165,785,120,70,360,5,2,470,1,255,665,0,70,420,5,1,1,1,105
14,2,3,3,5,1,1,2,1,2,2,2,2,1,3,550,0,175,665,0,60,180,6,2,550,1,235,725,60,60,180,4,1,1,1,106
14,2,3,3,5,1,1,2,1,2,2,2,2,1,3,420,1,245,605,-60,80,420,5,1,680,0,165,785,120,80,180,6,1,1,2,107
14,2,3,3,5,1,1,2,1,2,2,2,2,1,3,550,0,175,665,0,80,180,1,3,490,0,175,605,-60,90,360,1,1,1,1,108
14,2,3,3,5,1,1,2,1,2,2,2,2,1,1,550,1,235,725,60,90,240,6,1,520,0,145,605,-60,90,420,1,1,1,2,109
14,2,3,3,5,1,1,2,1,2,2,2,2,1,3,420,1,245,605,-60,60,420,4,3,480,1,245,665,0,70,360,5,1,1,2,110
14,2,3,3,5,1,1,2,1,2,2,2,2,1,2,680,0,165,785,120,90,360,4,3,690,0,155,785,120,80,240,6,1,1,2,111
14,2,3,3,5,1,1,2,1,2,2,2,2,1,2,550,1,235,725,60,70,240,1,3,520,1,265,725,60,60,240,4,1,1,1,112
15,2,2,3,4,1,1,1,2,1,1,1,1,1,1,560,1,255,815,0,80,475,3,3,575,0,180,755,-60,60,410,3,1,1,2,113
15,2,2,3,4,1,1,1,2,1,1,1,1,1,3,665,1,270,935,120,70,270,6,2,560,1,255,815,0,80,475,6,1,1,1,114
15,2,2,3,4,1,1,1,2,1,1,1,1,1,2,560,0,195,755,-60,80,205,6,1,770,0,165,935,120,70,205,2,1,1,2,115
15,2,2,3,4,1,1,1,2,1,1,1,1,1,2,560,1,255,815,0,60,475,2,2,590,1,285,875,60,90,205,5,1,1,2,116
15,2,2,3,4,1,1,1,2,1,1,1,1,1,3,670,0,205,875,60,70,410,3,3,605,1,270,875,60,90,270,5,1,1,1,117
15,2,2,3,4,1,1,1,2,1,1,1,1,1,3,670,0,205,875,60,90,410,2,1,560,0,195,755,-60,60,475,3,1,1,1,118
15,2,2,3,4,1,1,1,2,1,1,1,1,1,1,560,0,195,755,-60,60,205,5,3,520,1,295,815,0,80,410,6,1,1,1,119
15,2,2,3,4,1,1,1,2,1,1,1,1,1,3,665,1,270,935,120,90,270,5,3,730,0,205,935,120,70,270,2,1,1,2,120
16,2,5,2,5,1,2,1,1,2,1,2,1,1,2,650,0,215,985,60,80,130,6,2,495,0,250,865,-60,90,95,8,1,1,2,121
16,2,5,2,5,1,2,1,1,2,1,2,1,1,3,545,0,200,865,-60,70,225,8,3,485,1,320,925,0,70,130,6,1,1,1,122
16,2,5,2,5,1,2,1,1,2,1,2,1,1,2,585,1,340,1045,120,60,190,8,2,500,1,305,925,0,70,95,6,1,1,1,123
16,2,5,2,5,1,2,1,1,2,1,2,1,1,2,585,1,340,1045,120,80,190,8,3,695,0,230,1045,120,80,190,8,1,1,2,124
16,2,5,2,5,1,2,1,1,2,1,2,1,1,2,650,0,215,985,60,60,130,5,3,575,1,290,985,60,60,190,5,1,1,1,125
16,2,5,2,5,1,2,1,1,2,1,2,1,1,3,485,1,320,925,0,90,95,5,3,545,0,200,865,-60,90,130,8,1,1,2,126
16,2,5,2,5,1,2,1,1,2,1,2,1,1,3,545,0,200,865,-60,90,225,8,2,710,0,215,1045,120,80,225,8,1,1,1,127
16,2,5,2,5,1,2,1,1,2,1,2,1,1,3,485,1,320,925,0,70,95,6,2,525,1,340,985,60,60,225,5,1,1,2,128
17,1,6,2,7,1,2,2,2,2,2,2,2,1,4,310,1,415,545,-60,80,360,3,3,405,1,440,665,60,80,540,7,1,1,1,129
17,1,6,2,7,1,2,2,2,2,2,2,2,1,3,605,0,300,725,120,70,270,3,3,375,0,350,545,-60,70,360,5,1,1,1,130
17,1,6,2,7,1,2,2,2,2,2,2,2,1,3,605,0,300,725,120,90,270,7,4,420,2,425,665,60,80,630,7,1,1,1,131
17,1,6,2,7,1,2,2,2,2,2,2,2,1,4,250,2,475,545,-60,60,360,7,4,450,0,275,545,-60,70,270,5,1,1,2,132
17,1,6,2,7,1,2,2,2,2,2,2,2,1,4,510,0,275,605,0,60,540,2,3,605,0,300,725,120,60,540,2,1,1,1,133
17,1,6,2,7,1,2,2,2,2,2,2,2,1,4,510,0,275,605,0,80,540,5,4,310,2,475,605,0,90,270,3,1,1,2,134
17,1,6,2,7,1,2,2,2,2,2,2,2,1,3,405,1,440,665,60,70,630,5,4,580,0,325,725,120,60,630,2,1,1,2,135
17,1,6,2,7,1,2,2,2,2,2,2,2,1,3,345,2,500,665,60,90,630,2,3,395,1,390,605,0,90,360,3,1,1,2,136
18,2,2,4,10,4,1,1,1,2,3,1,1,1,3,360,2,1050,1350,120,90,360,1,3,340,2,890,1170,-60,60,180,4,1,1,2,137
18,2,2,4,10,4,1,1,1,2,3,1,1,1,4,225,1,1065,1230,0,80,180,4,3,360,2,1050,1350,120,70,420,8,1,1,1,138
18,2,2,4,10,4,1,1,1,2,3,1,1,1,3,420,1,990,1350,120,70,360,3,4,375,0,975,1290,60,90,360,1,1,1,2,139
18,2,2,4,10,4,1,1,1,2,3,1,1,1,4,410,0,820,1170,-60,60,420,1,3,610,0,740,1290,60,90,420,1,1,1,2,140
18,2,2,4,10,4,1,1,1,2,3,1,1,1,4,410,0,820,1170,-60,80,420,3,4,165,1,1065,1170,-60,60,240,4,1,1,2,141
18,2,2,4,10,4,1,1,1,2,3,1,1,1,3,610,0,740,1290,60,70,240,4,3,390,0,900,1230,0,80,180,3,1,1,1,142
18,2,2,4,10,4,1,1,1,2,3,1,1,1,4,165,2,1125,1230,0,60,180,8,4,470,0,820,1230,0,80,240,3,1,1,2,143
18,2,2,4,10,4,1,1,1,2,3,1,1,1,3,610,0,740,1290,60,90,240,8,4,500,1,910,1350,120,70,360,8,1,1,1,144
19,2,3,3,10,2,1,1,1,2,1,2,1,1,3,925,1,245,1170,60,70,75,1,1,795,1,255,1050,-60,70,150,1,1,1,2,145
19,2,3,3,10,2,1,1,1,2,1,2,1,1,2,795,1,255,1050,-60,80,150,3,3,955,0,155,1110,0,90,175,3,1,1,2,146
19,2,3,3,10,2,1,1,1,2,1,2,1,1,2,920,0,190,1110,0,60,100,5,3,785,1,265,1050,-60,70,175,1,1,1,1,147
19,2,3,3,10,2,1,1,1,2,1,2,1,1,3,1055,0,175,1230,120,70,175,3,3,985,1,245,1230,120,60,75,5,1,1,1,148
19,2,3,3,10,2,1,1,1,2,1,2,1,1,1,920,0,190,1110,0,80,100,1,2,1005,0,165,1170,60,80,100,4,1,1,2,149
19,2,3,3,10,2,1,1,1,2,1,2,1,1,3,1055,0,175,1230,120,90,175,4,2,920,0,190,1110,0,90,150,3,1,1,1,150
19,2,3,3,10,2,1,1,1,2,1,2,1,1,3,925,1,245,1170,60,90,75,5,3,995,0,175,1170,60,80,75,4,1,1,2,151
19,2,3,3,10,2,1,1,1,2,1,2,1,1,1,795,1,255,1050,-60,60,150,4,1,950,1,280,1230,120,60,100,5,1,1,1,152
20,1,7,3,3,1,1,1,1,1,1,2,1,1,2,375,0,75,450,0,90,155,3,3,310,0,80,390,-60,60,90,4,1,1,2,153
20,1,7,3,3,1,1,1,1,1,1,2,1,1,2,220,1,170,390,-60,70,65,4,3,290,1,160,450,0,80,90,5,1,1,1,154
20,1,7,3,3,1,1,1,1,1,1,2,1,1,1,220,1,170,390,-60,90,65,8,2,490,0,80,570,120,70,155,8,1,1,1,155
20,1,7,3,3,1,1,1,1,1,1,2,1,1,3,500,0,70,570,120,80,90,4,3,500,0,70,570,120,70,130,8,1,1,1,156
20,1,7,3,3,1,1,1,1,1,1,2,1,1,3,500,0,70,570,120,60,90,8,1,280,1,170,450,0,80,65,5,1,1,1,157
20,1,7,3,3,1,1,1,1,1,1,2,1,1,1,375,0,75,450,0,70,155,5,1,345,1,165,510,60,90,155,3,1,1,1,158
20,1,7,3,3,1,1,1,1,1,1,2,1,1,3,340,1,170,510,60,60,130,3,3,340,1,170,510,60,90,130,3,1,1,1,159
20,1,7,3,3,1,1,1,1,1,1,2,1,1,3,340,1,170,510,60,80,130,5,2,315,0,75,390,-60,60,65,4,1,1,2,160
21,2,4,4,3,1,1,1,1,1,1,1,1,1,3,675,1,235,910,120,90,120,6,3,745,0,165,910,120,70,120,5,1,1,2,161
21,2,4,4,3,1,1,1,1,1,1,1,1,1,3,675,1,235,910,120,70,120,7,2,565,1,225,790,0,80,210,7,1,1,1,162
21,2,4,4,3,1,1,1,1,1,1,1,1,1,2,575,0,155,730,-60,80,90,7,1,775,0,135,910,120,70,90,5,1,1,1,163
21,2,4,4,3,1,1,1,1,1,1,1,1,1,1,575,0,155,730,-60,60,90,6,3,535,1,255,790,0,80,180,7,1,1,1,164
21,2,4,4,3,1,1,1,1,1,1,1,1,1,2,565,1,225,790,0,60,210,5,2,605,1,245,850,60,90,90,6,1,1,2,165
21,2,4,4,3,1,1,1,1,1,1,1,1,1,1,565,1,225,790,0,80,210,2,3,585,0,145,730,-60,60,180,2,1,1,2,166
21,2,4,4,3,1,1,1,1,1,1,1,1,1,3,685,0,165,850,60,90,180,5,1,575,0,155,730,-60,60,210,2,1,1,1,167
21,2,4,4,3,1,1,1,1,1,1,1,1,1,3,685,0,165,850,60,70,180,2,3,615,1,235,850,60,90,120,6,1,1,2,168
22,2,5,4,9,1,1,2,1,2,1,3,1,1,3,415,0,140,675,60,80,205,5,3,415,0,140,675,60,80,475,1,1,1,1,169
22,2,5,4,9,1,1,2,1,2,1,3,1,1,2,255,1,240,615,0,90,270,1,1,405,0,150,675,60,80,410,1,1,1,2,170
22,2,5,4,9,1,1,2,1,2,1,3,1,1,2,305,0,130,555,-60,70,410,3,2,395,1,220,735,120,60,410,4,1,1,1,171
22,2,5,4,9,1,1,2,1,2,1,3,1,1,1,255,1,240,615,0,70,270,5,3,205,1,230,555,-60,70,205,3,1,1,2,172
22,2,5,4,9,1,1,2,1,2,1,3,1,1,1,305,0,130,555,-60,90,410,4,3,335,0,160,615,0,90,205,5,1,1,2,173
22,2,5,4,9,1,1,2,1,2,1,3,1,1,3,365,1,250,735,120,80,475,3,1,365,0,130,615,0,90,270,5,1,1,1,174
22,2,5,4,9,1,1,2,1,2,1,3,1,1,3,415,0,140,675,60,60,205,1,2,195,1,240,555,-60,70,270,3,1,1,1,175
22,2,5,4,9,1,1,2,1,2,1,3,1,1,3,365,1,250,735,120,60,475,4,3,365,1,250,735,120,60,475,4,1,1,2,176
23,2,5,4,5,1,4,2,1,1,1,2,1,1,4,650,0,320,1090,60,60,250,1,3,565,0,345,1030,0,70,295,5,1,1,1,177
23,2,5,4,5,1,4,2,1,1,1,2,1,1,3,525,1,385,1030,0,90,295,1,3,535,2,495,1150,120,80,125,4,1,1,2,178
23,2,5,4,5,1,4,2,1,1,1,2,1,1,3,465,2,445,1030,0,70,295,5,4,640,0,270,1030,0,70,250,5,1,1,2,179
23,2,5,4,5,1,4,2,1,1,1,2,1,1,4,610,2,420,1150,120,80,170,6,3,405,2,445,970,-60,90,295,6,1,1,1,180
23,2,5,4,5,1,4,2,1,1,1,2,1,1,4,650,0,320,1090,60,80,250,5,4,670,1,360,1150,120,80,170,4,1,1,1,181
23,2,5,4,5,1,4,2,1,1,1,2,1,1,4,670,1,360,1150,120,60,170,4,4,650,0,320,1090,60,60,170,1,1,1,2,182
23,2,5,4,5,1,4,2,1,1,1,2,1,1,3,505,0,345,970,-60,70,125,6,3,675,0,295,1090,60,60,125,1,1,1,1,183
23,2,5,4,5,1,4,2,1,1,1,2,1,1,3,505,0,345,970,-60,90,125,4,4,440,1,410,970,-60,90,250,6,1,1,1,184
24,2,6,2,11,4,1,1,1,3,1,1,1,1,2,365,1,355,720,120,70,240,6,3,375,0,285,660,60,90,240,7,1,1,1,185
24,2,6,2,11,4,1,1,1,3,1,1,1,1,2,435,0,225,660,60,90,160,2,3,385,1,335,720,120,70,240,2,1,1,1,186
24,2,6,2,11,4,1,1,1,3,1,1,1,1,3,225,1,375,600,0,80,120,3,2,365,1,355,720,120,70,280,2,1,1,1,187
24,2,6,2,11,4,1,1,1,3,1,1,1,1,3,295,0,245,540,-60,80,280,6,3,165,1,375,540,-60,60,160,3,1,1,2,188
