personID,gender,age,purpose,income,classTicket,payment,AA_FFP,CO_FFP,DL_FFP,B6_FFP,WN_FFP,UA_FFP,US_FFP,a1aircraft,a1departMAM,a1connections,a1travtime,a1arriveMAM,a1timediff,a1performance,a1fare,a1airline,a2aircraft,a2departMAM,a2connections,a2travtime,a2arriveMAM,a2timediff,a2performance,a2fare,a2airline,a1_AV,a2_AV,choice,choiceSituationID 
512,2,3,1,4,1,2,1,1,2,1,2,1,1,3,410,2,555,1085,0,80,280,3,4,560,1,405,1085,0,60,210,8,1,1,2,4092
512,2,3,1,4,1,2,1,1,2,1,2,1,1,4,710,0,315,1145,60,90,210,2,3,410,2,555,1085,0,60,280,8,1,1,1,4093
512,2,3,1,4,1,2,1,1,2,1,2,1,1,3,560,0,345,1025,-60,60,420,8,4,530,0,375,1025,-60,80,210,3,1,1,2,4094
512,2,3,1,4,1,2,1,1,2,1,2,1,1,4,560,2,525,1205,120,70,490,8,3,560,0,345,1025,-60,80,280,3,1,1,2,4095
512,2,3,1,4,1,2,1,1,2,1,2,1,1,4,710,0,315,1145,60,70,210,3,4,770,0,315,1205,120,90,490,2,1,1,1,4096
513,1,3,4,7,1,1,2,1,1,1,1,1,1,4,195,0,465,840,60,70,230,5,4,115,2,545,840,60,90,150,8,1,1,2,4097
513,1,3,4,7,1,1,2,1,1,1,1,1,1,3,150,1,450,780,0,80,265,5,4,145,0,395,720,-60,60,230,5,1,1,2,4098
513,1,3,4,7,1,1,2,1,1,1,1,1,1,4,195,0,465,840,60,90,230,4,3,110,0,430,720,-60,60,265,5,1,1,1,4099
513,1,3,4,7,1,1,2,1,1,1,1,1,1,3,110,0,430,720,-60,60,115,8,4,1425,2,615,780,0,80,230,1,1,1,1,4100
513,1,3,4,7,1,1,2,1,1,1,1,1,1,4,235,1,485,900,120,70,150,1,3,150,1,450,780,0,80,265,1,1,1,1,4101
513,1,3,4,7,1,1,2,1,1,1,1,1,1,4,175,2,545,900,120,90,150,8,4,255,0,465,900,120,70,150,4,1,1,2,4102
513,1,3,4,7,1,1,2,1,1,1,1,1,1,3,90,2,510,780,0,60,265,4,3,140,1,520,840,60,90,115,8,1,1,2,4103
513,1,3,4,7,1,1,2,1,1,1,1,1,1,3,110,0,430,720,-60,80,115,1,3,360,0,360,900,120,70,115,4,1,1,2,4104
514,1,6,1,9,3,2,1,1,1,1,2,1,1,3,600,0,120,720,0,90,170,3,1,670,0,110,780,60,70,170,3,1,1,1,4105
514,1,6,1,9,3,2,1,1,1,1,2,1,1,3,600,0,120,720,0,70,170,2,3,435,1,225,660,-60,80,85,8,1,1,1,4106
514,1,6,1,9,3,2,1,1,1,1,2,1,1,1,560,1,220,780,60,60,195,3,2,460,1,200,660,-60,80,110,8,1,1,2,4107
514,1,6,1,9,3,2,1,1,1,1,2,1,1,3,435,1,225,660,-60,70,110,8,2,620,1,220,840,120,90,170,5,1,1,1,4108
514,1,6,1,9,3,2,1,1,1,1,2,1,1,1,730,0,110,840,120,80,85,8,1,590,0,130,720,0,60,110,2,1,1,1,4109
514,1,6,1,9,3,2,1,1,1,1,2,1,1,3,435,1,225,660,-60,90,110,5,3,600,0,120,720,0,60,85,2,1,1,2,4110
514,1,6,1,9,3,2,1,1,1,1,2,1,1,2,560,1,220,780,60,80,195,2,3,645,0,135,780,60,70,195,3,1,1,2,4111
514,1,6,1,9,3,2,1,1,1,1,2,1,1,2,730,0,110,840,120,60,85,5,3,630,1,210,840,120,90,195,5,1,1,1,4112
515,2,8,4,1,1,4,2,2,2,1,2,2,1,3,135,0,830,845,120,80,300,2,3,1305,1,920,665,-60,60,350,2,1,1,2,4113
515,2,8,4,1,1,4,2,2,2,1,2,2,1,3,115,1,790,785,60,80,200,8,4,50,2,915,845,120,70,200,1,1,1,2,4114
515,2,8,4,1,1,4,2,2,2,1,2,2,1,3,135,0,830,845,120,60,300,1,4,270,0,635,785,60,90,200,3,1,1,2,4115
515,2,8,4,1,1,4,2,2,2,1,2,2,1,4,80,0,765,725,0,70,150,8,4,80,0,765,725,0,80,300,8,1,1,1,4116
515,2,8,4,1,1,4,2,2,2,1,2,2,1,4,0,2,785,665,-60,90,350,1,4,0,2,785,665,-60,60,300,2,1,1,2,4117
515,2,8,4,1,1,4,2,2,2,1,2,2,1,4,60,1,725,665,-60,70,350,2,3,75,0,830,785,60,90,150,3,1,1,2,4118
515,2,8,4,1,1,4,2,2,2,1,2,2,1,4,80,0,765,725,0,90,150,3,3,175,1,790,845,120,70,150,1,1,1,1,4119
515,2,8,4,1,1,4,2,2,2,1,2,2,1,3,55,2,850,785,60,60,200,3,3,145,0,700,725,0,80,350,8,1,1,1,4120
516,1,6,1,8,1,2,2,1,2,1,1,1,1,3,510,0,135,645,0,80,85,1,3,450,0,135,585,-60,90,170,1,1,1,1,4121
516,1,6,1,8,1,2,2,1,2,1,1,1,1,2,505,1,200,705,60,70,110,1,3,480,1,225,705,60,60,110,8,1,1,1,4122
516,1,6,1,8,1,2,2,1,2,1,1,1,1,1,505,1,200,705,60,90,110,5,1,475,0,110,585,-60,90,195,1,1,1,2,4123
516,1,6,1,8,1,2,2,1,2,1,1,1,1,3,510,0,135,645,0,60,85,5,2,505,1,200,705,60,60,85,8,1,1,1,4124
516,1,6,1,8,1,2,2,1,2,1,1,1,1,1,635,0,130,765,120,70,170,3,2,425,1,220,645,0,70,195,3,1,1,1,4125
516,1,6,1,8,1,2,2,1,2,1,1,1,1,2,635,0,130,765,120,90,170,8,3,645,0,120,765,120,80,110,5,1,1,2,4126
516,1,6,1,8,1,2,2,1,2,1,1,1,1,3,375,1,210,585,-60,80,195,3,1,635,0,130,765,120,80,85,5,1,1,2,4127
516,1,6,1,8,1,2,2,1,2,1,1,1,1,3,375,1,210,585,-60,60,195,8,3,435,1,210,645,0,70,170,3,1,1,2,4128
517,2,1,1,6,4,1,1,1,1,1,1,1,1,4,435,1,730,985,60,70,405,1,3,190,2,855,865,-60,70,810,1,1,1,1,4129
517,2,1,1,6,4,1,1,1,1,1,1,1,1,3,270,0,835,925,0,60,540,4,4,185,1,860,865,-60,70,945,1,1,1,1,4130
517,2,1,1,6,4,1,1,1,1,1,1,1,1,4,375,2,790,985,60,90,405,4,4,395,0,770,985,60,80,405,3,1,1,2,4131
517,2,1,1,6,4,1,1,1,1,1,1,1,1,3,270,0,835,925,0,80,540,1,3,460,0,705,985,60,80,540,3,1,1,2,4132
517,2,1,1,6,4,1,1,1,1,1,1,1,1,3,190,2,855,865,-60,60,810,3,3,240,2,985,1045,120,60,540,4,1,1,1,4133
517,2,1,1,6,4,1,1,1,1,1,1,1,1,4,455,0,770,1045,120,90,945,3,3,270,0,835,925,0,90,810,2,1,1,1,4134
517,2,1,1,6,4,1,1,1,1,1,1,1,1,3,250,1,795,865,-60,80,810,2,4,465,0,640,925,0,90,945,2,1,1,2,4135
517,2,1,1,6,4,1,1,1,1,1,1,1,1,4,455,0,770,1045,120,70,945,2,4,495,1,730,1045,120,60,405,4,1,1,2,4136
518,2,8,3,4,1,1,1,3,1,1,2,3,1,4,315,0,440,575,-60,80,560,8,4,145,1,610,575,-60,60,320,2,1,1,2,4137
518,2,8,3,4,1,1,1,3,1,1,2,3,1,3,365,1,570,755,120,70,480,8,4,355,0,520,695,60,90,480,3,1,1,2,4138
518,2,8,3,4,1,1,1,3,1,1,2,3,1,4,145,2,670,635,0,60,240,5,4,375,0,440,635,0,80,320,8,1,1,2,4139
518,2,8,3,4,1,1,1,3,1,1,2,3,1,4,315,0,440,575,-60,60,560,3,3,475,0,400,695,60,90,560,3,1,1,2,4140
518,2,8,3,4,1,1,1,3,1,1,2,3,1,4,205,1,610,635,0,80,240,2,3,305,2,630,755,120,70,560,5,1,1,1,4141
518,2,8,3,4,1,1,1,3,1,1,2,3,1,3,305,2,630,755,120,90,480,3,3,205,2,550,575,-60,60,240,2,1,1,2,4142
518,2,8,3,4,1,1,1,3,1,1,2,3,1,3,475,0,400,695,60,90,320,5,4,405,1,530,755,120,70,480,5,1,1,1,4143
518,2,8,3,4,1,1,1,3,1,1,2,3,1,3,475,0,400,695,60,70,320,2,3,335,0,480,635,0,80,240,8,1,1,2,4144
519,2,1,3,1,1,1,1,1,1,1,1,1,1,3,415,2,495,970,60,60,80,1,3,505,0,345,910,0,80,140,4,1,1,2,4145
519,2,1,3,1,1,1,1,1,1,1,1,1,1,4,475,0,375,910,0,90,60,1,3,535,1,435,1030,120,70,60,5,1,1,2,4146
519,2,1,3,1,1,1,1,1,1,1,1,1,1,3,475,1,435,970,60,80,80,4,4,445,2,525,1030,120,70,80,5,1,1,1,4147
519,2,1,3,1,1,1,1,1,1,1,1,1,1,3,565,0,405,1030,120,60,120,5,4,595,0,315,970,60,90,80,1,1,1,1,4148
519,2,1,3,1,1,1,1,1,1,1,1,1,1,4,325,2,465,850,-60,90,140,5,4,325,2,465,850,-60,60,120,3,1,1,1,4149
519,2,1,3,1,1,1,1,1,1,1,1,1,1,4,385,1,405,850,-60,70,140,3,3,505,0,405,970,60,90,60,1,1,1,2,4150
519,2,1,3,1,1,1,1,1,1,1,1,1,1,3,565,0,405,1030,120,80,120,3,3,295,1,495,850,-60,60,140,3,1,1,1,4151
519,2,1,3,1,1,1,1,1,1,1,1,1,1,4,475,0,375,910,0,70,60,4,4,475,0,375,910,0,80,120,4,1,1,1,4152
520,1,3,1,9,3,1,3,2,2,1,1,1,1,3,510,2,630,840,120,60,870,1,3,480,0,480,660,-60,70,1740,3,1,1,2,4153
520,1,3,1,9,3,1,3,2,2,1,1,1,1,3,570,1,570,840,120,80,870,3,4,365,1,715,780,60,80,870,5,1,1,2,4154
520,1,3,1,9,3,1,3,2,2,1,1,1,1,3,500,0,580,780,60,60,2030,5,4,610,0,530,840,120,60,870,1,1,1,2,4155
520,1,3,1,9,3,1,3,2,2,1,1,1,1,4,400,1,620,720,0,70,1740,4,3,560,0,580,840,120,60,1160,1,1,1,2,4156
520,1,3,1,9,3,1,3,2,2,1,1,1,1,4,335,0,625,660,-60,90,1160,1,3,450,2,630,780,60,80,1160,5,1,1,2,4157
520,1,3,1,9,3,1,3,2,2,1,1,1,1,3,500,0,580,780,60,80,2030,4,3,290,2,730,720,0,90,1740,4,1,1,1,4158
520,1,3,1,9,3,1,3,2,2,1,1,1,1,4,340,2,680,720,0,90,1740,5,4,400,1,620,720,0,90,2030,4,1,1,2,4159
520,1,3,1,9,3,1,3,2,2,1,1,1,1,4,335,0,625,660,-60,70,1160,3,4,335,0,625,660,-60,70,2030,3,1,1,2,4160
521,2,4,4,6,2,1,1,1,1,1,2,2,1,1,710,0,135,845,120,80,145,7,1,570,0,155,725,0,60,190,1,1,1,1,4161
521,2,4,4,6,2,1,1,1,1,1,2,2,1,3,410,1,255,665,-60,70,190,7,2,600,1,245,845,120,90,290,5,1,1,2,4162
521,2,4,4,6,2,1,1,1,1,1,2,2,1,3,580,0,145,725,0,70,290,1,3,410,1,255,665,-60,80,145,7,1,1,2,4163
521,2,4,4,6,2,1,1,1,1,1,2,2,1,2,710,0,135,845,120,60,145,5,3,610,1,235,845,120,90,335,5,1,1,1,4164
521,2,4,4,6,2,1,1,1,1,1,2,2,1,3,580,0,145,725,0,90,290,6,1,650,0,135,785,60,70,290,6,1,1,1,4165
521,2,4,4,6,2,1,1,1,1,1,2,2,1,1,540,1,245,785,60,60,335,6,2,440,1,225,665,-60,80,190,7,1,1,2,4166
521,2,4,4,6,2,1,1,1,1,1,2,2,1,3,410,1,255,665,-60,90,190,5,3,580,0,145,725,0,60,145,1,1,1,1,4167
521,2,4,4,6,2,1,1,1,1,1,2,2,1,2,540,1,245,785,60,80,335,1,3,620,0,165,785,60,70,335,6,1,1,2,4168
522,1,5,3,7,1,1,1,1,1,1,1,1,1,3,480,0,390,690,120,70,330,2,3,210,2,540,570,0,70,385,2,1,1,1,4169
522,1,5,3,7,1,1,1,1,1,1,1,1,1,4,180,2,510,510,-60,80,385,2,3,480,0,390,690,120,80,165,3,1,1,2,4170
522,1,5,3,7,1,1,1,1,1,1,1,1,1,3,330,2,480,630,60,70,220,7,4,295,1,515,630,60,60,220,8,1,1,1,4171
522,1,5,3,7,1,1,1,1,1,1,1,1,1,3,390,1,420,630,60,90,220,3,3,360,0,330,510,-60,90,385,7,1,1,1,4172
522,1,5,3,7,1,1,1,1,1,1,1,1,1,3,480,0,390,690,120,90,330,8,4,510,0,360,690,120,80,220,3,1,1,2,4173
522,1,5,3,7,1,1,1,1,1,1,1,1,1,4,325,0,425,570,0,80,165,7,4,265,0,425,510,-60,90,330,7,1,1,1,4174
522,1,5,3,7,1,1,1,1,1,1,1,1,1,4,240,1,450,510,-60,60,385,8,4,300,1,450,570,0,70,330,2,1,1,2,4175
522,1,5,3,7,1,1,1,1,1,1,1,1,1,4,325,0,425,570,0,60,165,3,3,330,2,480,630,60,60,165,8,1,1,1,4176
523,1,6,3,6,2,1,2,2,2,2,2,2,1,4,485,2,450,1115,60,80,85,4,3,510,1,365,1055,0,60,170,4,1,1,1,4177
523,1,6,3,6,2,1,2,2,2,2,2,2,1,3,550,0,325,1055,0,90,110,5,4,375,2,500,1055,0,60,195,4,1,1,1,4178
523,1,6,3,6,2,1,2,2,2,2,2,2,1,4,645,0,350,1175,120,60,195,7,3,490,0,325,995,-60,80,170,8,1,1,2,4179
523,1,6,3,6,2,1,2,2,2,2,2,2,1,4,645,0,350,1175,120,80,195,8,4,485,2,450,1115,60,70,85,5,1,1,2,4180
523,1,6,3,6,2,1,2,2,2,2,2,2,1,3,450,1,365,995,-60,90,170,7,3,520,1,415,1115,60,70,110,5,1,1,2,4181
523,1,6,3,6,2,1,2,2,2,2,2,2,1,3,550,0,325,1055,0,70,110,4,3,720,0,275,1175,120,90,110,7,1,1,1,4182
523,1,6,3,6,2,1,2,2,2,2,2,2,1,4,545,1,390,1115,60,60,85,5,4,645,0,350,1175,120,90,85,7,1,1,2,4183
523,1,6,3,6,2,1,2,2,2,2,2,2,1,3,390,2,425,995,-60,70,170,8,4,515,0,300,995,-60,80,195,8,1,1,2,4184
524,1,3,4,6,1,1,2,1,1,1,1,1,1,3,400,1,325,725,0,60,205,3,3,520,0,205,725,0,80,270,1,1,1,2,4185
524,1,3,4,6,1,1,2,1,1,1,1,1,1,2,535,1,310,845,120,70,410,1,3,550,0,235,785,60,90,410,4,1,1,2,4186
524,1,3,4,6,1,1,2,1,1,1,1,1,1,3,460,0,205,665,-60,80,475,1,3,340,1,325,665,-60,60,270,5,1,1,2,4187
524,1,3,4,6,1,1,2,1,1,1,1,1,1,2,535,1,310,845,120,90,410,4,2,385,1,280,665,-60,60,205,5,1,1,2,4188
524,1,3,4,6,1,1,2,1,1,1,1,1,1,2,595,0,190,785,60,70,270,5,2,505,0,220,725,0,80,205,1,1,1,2,4189
524,1,3,4,6,1,1,2,1,1,1,1,1,1,2,595,0,190,785,60,90,270,3,3,550,1,295,845,120,70,410,3,1,1,1,4190
524,1,3,4,6,1,1,2,1,1,1,1,1,1,3,400,1,325,725,0,80,205,5,2,535,1,310,845,120,70,475,3,1,1,1,4191
524,1,3,4,6,1,1,2,1,1,1,1,1,1,3,460,0,205,665,-60,60,475,4,2,595,0,190,785,60,90,475,4,1,1,1,4192
525,2,6,4,7,1,1,1,1,1,1,2,1,1,4,630,0,430,1240,120,70,420,7,4,570,0,430,1180,60,60,630,5,1,1,1,4193
525,2,6,4,7,1,1,1,1,1,1,2,1,1,3,320,1,560,1060,-60,60,315,5,3,530,0,470,1180,60,60,735,5,1,1,1,4194
525,2,6,4,7,1,1,1,1,1,1,2,1,1,3,260,2,620,1060,-60,80,315,7,4,300,2,580,1060,-60,90,420,3,1,1,1,4195
525,2,6,4,7,1,1,1,1,1,1,2,1,1,4,405,1,595,1180,60,90,630,6,4,405,2,655,1240,120,80,630,6,1,1,1,4196
525,2,6,4,7,1,1,1,1,1,1,2,1,1,4,630,0,430,1240,120,90,420,5,3,320,1,560,1060,-60,90,315,3,1,1,1,4197
525,2,6,4,7,1,1,1,1,1,1,2,1,1,4,345,2,655,1180,60,70,630,3,3,550,0,390,1120,0,70,315,7,1,1,2,4198
525,2,6,4,7,1,1,1,1,1,1,2,1,1,3,550,0,390,1120,0,60,735,6,4,435,0,505,1120,0,70,420,7,1,1,2,4199
525,2,6,4,7,1,1,1,1,1,1,2,1,1,3,550,0,390,1120,0,80,735,3,3,580,1,480,1240,120,80,735,6,1,1,1,4200
526,1,3,2,5,3,2,2,2,2,2,2,2,2,4,115,0,860,795,-60,90,120,5,3,290,2,805,915,60,80,120,6,1,1,1,4201
526,1,3,2,5,3,2,2,2,2,2,2,2,2,4,220,1,815,855,0,70,180,1,3,360,0,795,975,120,60,120,5,1,1,2,4202
526,1,3,2,5,3,2,2,2,2,2,2,2,2,4,115,0,860,795,-60,70,120,7,4,115,0,860,795,-60,70,210,7,1,1,1,4203
526,1,3,2,5,3,2,2,2,2,2,2,2,2,4,160,2,875,855,0,90,180,6,4,220,1,815,855,0,90,210,1,1,1,1,4204
526,1,3,2,5,3,2,2,2,2,2,2,2,2,3,300,0,795,915,60,80,210,1,3,90,2,945,855,0,90,180,1,1,1,2,4205
526,1,3,2,5,3,2,2,2,2,2,2,2,2,3,410,1,745,975,120,80,90,7,4,145,1,950,915,60,80,90,6,1,1,2,4206
526,1,3,2,5,3,2,2,2,2,2,2,2,2,3,350,2,805,975,120,60,90,5,3,320,0,655,795,-60,70,180,7,1,1,1,4207
526,1,3,2,5,3,2,2,2,2,2,2,2,2,3,300,0,795,915,60,60,210,6,4,430,0,725,975,120,60,90,5,1,1,2,4208
527,1,5,2,7,1,2,2,2,3,1,1,2,2,4,955,1,365,1320,120,60,220,4,4,935,0,325,1260,60,60,220,7,1,1,2,4209
527,1,5,2,7,1,2,2,2,3,1,1,2,2,3,750,2,450,1200,0,70,385,3,4,925,0,275,1200,0,70,330,3,1,1,2,4210
527,1,5,2,7,1,2,2,2,3,1,1,2,2,4,935,0,325,1260,60,80,330,3,4,955,1,365,1320,120,80,220,4,1,1,1,4211
527,1,5,2,7,1,2,2,2,3,1,1,2,2,3,810,1,390,1200,0,90,385,7,3,820,2,500,1320,120,80,165,4,1,1,1,4212
527,1,5,2,7,1,2,2,2,3,1,1,2,2,4,935,0,325,1260,60,60,330,7,3,850,0,350,1200,0,70,385,3,1,1,2,4213
527,1,5,2,7,1,2,2,2,3,1,1,2,2,4,895,2,425,1320,120,80,220,6,3,690,2,450,1140,-60,90,385,6,1,1,1,4214
527,1,5,2,7,1,2,2,2,3,1,1,2,2,3,790,0,350,1140,-60,90,165,4,4,725,1,415,1140,-60,90,330,6,1,1,1,4215
527,1,5,2,7,1,2,2,2,3,1,1,2,2,3,790,0,350,1140,-60,70,165,6,3,960,0,300,1260,60,60,165,7,1,1,1,4216
528,2,3,1,8,1,1,1,1,1,1,1,1,1,3,535,1,190,725,0,80,150,4,2,670,0,115,785,60,70,100,8,1,1,1,4217
528,2,3,1,8,1,1,1,1,1,1,1,1,1,3,555,0,110,665,-60,60,100,8,1,650,1,195,845,120,90,100,3,1,1,1,4218
528,2,3,1,8,1,1,1,1,1,1,1,1,1,3,555,0,110,665,-60,80,100,5,3,615,0,110,725,0,60,175,5,1,1,1,4219
528,2,3,1,8,1,1,1,1,1,1,1,1,1,2,650,1,195,845,120,90,75,8,2,620,0,105,725,0,60,150,5,1,1,2,4220
528,2,3,1,8,1,1,1,1,1,1,1,1,1,2,670,0,115,785,60,70,175,4,1,460,1,205,665,-60,80,150,4,1,1,1,4221
528,2,3,1,8,1,1,1,1,1,1,1,1,1,1,650,1,195,845,120,70,75,5,3,645,1,200,845,120,90,75,3,1,1,1,4222
528,2,3,1,8,1,1,1,1,1,1,1,1,1,3,535,1,190,725,0,60,150,3,3,475,1,190,665,-60,80,175,4,1,1,2,4223
528,2,3,1,8,1,1,1,1,1,1,1,1,1,1,670,0,115,785,60,90,175,3,3,685,0,100,785,60,70,75,8,1,1,1,4224
529,2,3,1,8,1,2,1,1,1,1,1,2,1,4,1330,2,485,555,120,90,350,8,4,1420,0,395,555,120,70,350,6,1,1,2,4225
529,2,3,1,8,1,2,1,1,1,1,1,2,1,4,1360,0,395,495,60,70,530,7,4,1270,2,485,495,60,90,350,8,1,1,1,4226
529,2,3,1,8,1,2,1,1,1,1,1,2,1,4,1360,0,395,495,60,90,530,6,3,1270,0,365,375,-60,60,615,7,1,1,1,4227
529,2,3,1,8,1,2,1,1,1,1,1,2,1,3,1240,2,455,435,0,60,615,6,3,1300,1,455,495,60,90,265,8,1,1,2,4228
529,2,3,1,8,1,2,1,1,1,1,1,2,1,3,1270,0,365,375,-60,80,265,8,3,70,0,305,555,120,70,265,6,1,1,1,4229
529,2,3,1,8,1,2,1,1,1,1,1,2,1,3,1300,1,395,435,0,80,615,7,4,1300,0,335,375,-60,60,530,7,1,1,2,4230
529,2,3,1,8,1,2,1,1,1,1,1,2,1,4,1390,1,425,555,120,70,350,8,3,1300,1,395,435,0,80,615,8,1,1,1,4231
529,2,3,1,8,1,2,1,1,1,1,1,2,1,3,1270,0,365,375,-60,60,265,8,4,1150,2,545,435,0,80,530,8,1,1,1,4232
530,2,3,4,6,1,4,1,1,1,1,1,1,1,3,95,2,585,620,0,90,200,8,3,305,0,435,680,60,80,300,8,1,1,2,4233
530,2,3,4,6,1,4,1,1,1,1,1,1,1,3,155,1,525,620,0,70,200,8,4,70,2,550,560,-60,70,150,5,1,1,1,4234
530,2,3,4,6,1,4,1,1,1,1,1,1,1,3,255,0,365,560,-60,90,300,4,4,210,0,470,620,0,90,150,8,1,1,2,4235
530,2,3,4,6,1,4,1,1,1,1,1,1,1,4,340,0,400,680,60,80,150,8,4,340,0,400,680,60,80,350,8,1,1,1,4236
530,2,3,4,6,1,4,1,1,1,1,1,1,1,4,240,1,560,740,120,80,350,5,3,315,0,365,620,0,90,200,8,1,1,2,4237
530,2,3,4,6,1,4,1,1,1,1,1,1,1,4,340,0,400,680,60,60,150,8,3,95,1,525,560,-60,70,200,5,1,1,1,4238
530,2,3,4,6,1,4,1,1,1,1,1,1,1,4,180,2,620,740,120,60,350,4,4,180,2,620,740,120,60,350,4,1,1,1,4239
530,2,3,4,6,1,4,1,1,1,1,1,1,1,3,255,0,365,560,-60,70,300,5,3,345,1,455,740,120,60,300,4,1,1,1,4240
531,2,3,1,10,1,2,1,1,1,1,2,1,1,3,430,1,170,600,120,90,350,8,3,370,1,170,540,60,70,350,8,1,1,1,4241
531,2,3,1,10,1,2,1,1,1,1,2,1,1,3,430,1,170,600,120,70,350,4,2,345,0,75,420,-60,80,200,7,1,1,2,4242
531,2,3,1,10,1,2,1,1,1,1,2,1,1,2,310,1,170,480,0,60,200,5,2,520,0,80,600,120,90,300,5,1,1,2,4243
531,2,3,1,10,1,2,1,1,1,1,2,1,1,1,310,1,170,480,0,80,200,7,3,320,1,160,480,0,60,150,4,1,1,2,4244
531,2,3,1,10,1,2,1,1,1,1,2,1,1,1,345,0,75,420,-60,60,300,8,3,340,0,80,420,-60,80,150,7,1,1,2,4245
531,2,3,1,10,1,2,1,1,1,1,2,1,1,3,470,0,70,540,60,70,150,7,3,530,0,70,600,120,90,350,5,1,1,1,4246
531,2,3,1,10,1,2,1,1,1,1,2,1,1,2,345,0,75,420,-60,80,300,4,1,375,1,165,540,60,70,300,8,1,1,1,4247
531,2,3,1,10,1,2,1,1,1,1,2,1,1,3,470,0,70,540,60,90,150,5,1,310,1,170,480,0,60,200,4,1,1,1,4248
532,1,6,4,4,1,1,1,1,1,1,1,1,1,3,130,0,1015,1145,-60,80,60,6,3,490,0,835,1325,120,70,60,5,1,1,2,4249
532,1,6,4,4,1,1,1,1,1,1,1,1,1,3,280,1,925,1205,0,80,140,2,4,220,0,925,1145,-60,60,120,2,1,1,2,4250
532,1,6,4,4,1,1,1,1,1,1,1,1,1,4,165,0,1100,1265,60,90,120,5,3,130,0,1015,1145,-60,60,140,2,1,1,1,4251
532,1,6,4,4,1,1,1,1,1,1,1,1,1,4,310,1,1015,1325,120,70,80,6,3,280,1,925,1205,0,80,140,6,1,1,1,4252
532,1,6,4,4,1,1,1,1,1,1,1,1,1,3,220,2,985,1205,0,60,140,5,3,160,1,1105,1265,60,90,60,1,1,1,2,4253
532,1,6,4,4,1,1,1,1,1,1,1,1,1,3,130,0,1015,1145,-60,60,60,1,4,1395,2,1250,1205,0,80,120,6,1,1,1,4254
532,1,6,4,4,1,1,1,1,1,1,1,1,1,4,250,2,1075,1325,120,90,80,1,4,225,0,1100,1325,120,70,80,5,1,1,2,4255
532,1,6,4,4,1,1,1,1,1,1,1,1,1,4,165,0,1100,1265,60,70,120,2,4,190,2,1075,1265,60,90,80,1,1,1,1,4256
533,1,6,1,7,1,1,2,1,1,1,2,1,1,3,885,0,100,985,120,60,405,6,1,710,0,95,805,-60,80,350,8,1,1,2,4257
533,1,6,1,7,1,1,2,1,1,1,2,1,1,1,770,0,95,865,0,70,230,5,1,900,0,85,985,120,90,230,6,1,1,1,4258
533,1,6,1,7,1,1,2,1,1,1,2,1,1,2,770,0,95,865,0,90,230,1,3,675,1,190,865,0,60,405,5,1,1,1,4259
533,1,6,1,7,1,1,2,1,1,1,2,1,1,3,745,1,180,925,60,80,175,5,2,690,1,175,865,0,60,350,5,1,1,1,4260
533,1,6,1,7,1,1,2,1,1,1,2,1,1,1,630,1,175,805,-60,90,350,6,2,740,1,185,925,60,70,230,1,1,1,2,4261
533,1,6,1,7,1,1,2,1,1,1,2,1,1,3,885,0,100,985,120,80,405,8,3,745,1,180,925,60,70,175,1,1,1,2,4262
533,1,6,1,7,1,1,2,1,1,1,2,1,1,2,630,1,175,805,-60,70,350,8,3,715,0,90,805,-60,80,405,8,1,1,1,4263
533,1,6,1,7,1,1,2,1,1,1,2,1,1,3,745,1,180,925,60,60,175,1,3,885,0,100,985,120,90,175,6,1,1,2,4264
534,2,4,1,7,1,1,2,2,2,2,1,1,1,4,265,1,400,665,0,70,350,7,3,450,0,335,785,120,60,230,2,1,1,2,4265
534,2,4,1,7,1,1,2,2,2,2,1,1,1,4,240,0,365,605,-60,70,230,3,4,240,0,365,605,-60,70,405,3,1,1,1,4266
534,2,4,1,7,1,1,2,2,2,2,1,1,1,4,240,0,365,605,-60,90,230,2,3,290,2,435,725,60,80,230,4,1,1,1,4267
534,2,4,1,7,1,1,2,2,2,2,1,1,1,3,390,0,335,725,60,60,405,4,4,475,0,310,785,120,60,175,2,1,1,2,4268
534,2,4,1,7,1,1,2,2,2,2,1,1,1,3,350,2,435,785,120,60,175,2,3,320,0,285,605,-60,70,350,3,1,1,2,4269
534,2,4,1,7,1,1,2,2,2,2,1,1,1,3,390,0,335,725,60,80,405,7,3,180,2,485,665,0,90,350,7,1,1,1,4270
534,2,4,1,7,1,1,2,2,2,2,1,1,1,3,410,1,375,785,120,80,175,3,4,270,1,455,725,60,80,175,4,1,1,1,4271
534,2,4,1,7,1,1,2,2,2,2,1,1,1,4,205,2,460,665,0,90,350,4,4,265,1,400,665,0,90,405,7,1,1,2,4272
535,1,7,2,6,2,2,1,1,1,1,1,1,1,3,315,0,250,625,-60,70,735,5,3,235,1,390,685,0,70,420,4,1,1,1,4273
535,1,7,2,6,2,2,1,1,1,1,1,1,1,2,410,0,275,745,60,80,420,4,2,245,0,320,625,-60,90,315,5,1,1,2,4274
535,1,7,2,6,2,2,1,1,1,1,1,1,1,2,410,0,275,745,60,60,420,1,3,345,1,340,745,60,60,630,1,1,1,1,4275
535,1,7,2,6,2,2,1,1,1,1,1,1,1,3,235,1,390,685,0,90,315,1,3,315,0,250,625,-60,90,420,5,1,1,1,4276
535,1,7,2,6,2,2,1,1,1,1,1,1,1,3,315,0,250,625,-60,90,735,3,2,470,0,275,805,120,80,735,3,1,1,1,4277
